"name","age","gender","length_service","absent_hours","distribution_centers_id","location","latitude","longitude"
"Fischer Robert","41.23412088","M","3.192493284","49.41207499",9,"Charleston SC","32.7833","-79.9333"
"David Allison","46.29937745","F","4.246429626","85.20531292",9,"Charleston SC","32.7833","-79.9333"
"Lazarus Wilbur","55.00072055","M","6.608657303","81.50510492",8,"Mobile AL","30.6944","-88.0431"
"Butler Ernestina","52.12773293","F","6.222049886","116.5698027",8,"Mobile AL","30.6944","-88.0431"
"Jenkins Cynthia","33.09706143","F","2.296603686","59.35912079",3,"Houston TX","29.7604","-95.3698"
"Jarrard Linda","36.26604401","F","3.708473434","0",8,"Mobile AL","30.6944","-88.0431"
"Irving Alona","53.61333266","F","3.263894515","134.7853448",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Trevino Ronald","38.18131471","M","5.236824928","66.39504505",4,"Los Angeles CA","34.05","-118.25"
"Wells Rhonda","48.43727878","F","2.393194824","63.23658402",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Barber Jon","48.47846028","M","5.295920071","105.19568",3,"Houston TX","29.7604","-95.3698"
"McCullough Sallie","33.1522542","F","2.307013723","51.47917953",3,"Houston TX","29.7604","-95.3698"
"Cunningham James","41.95351112","M","3.790597191","83.55060767",2,"Chicago IL","41.8369","-87.6847"
"Boyles Paul","39.82948643","M","8.335166194","43.65489465",3,"Houston TX","29.7604","-95.3698"
"Clements Billy","45.49058026","M","5.77357014","89.12981571",7,"Philadelphia PA","39.95","-75.1667"
"Small Jeff","30.94067633","M","2.351727692","0.935717552",9,"Charleston SC","32.7833","-79.9333"
"Ferraro Grace","34.64576022","F","8.871609851","7.888779158",8,"Mobile AL","30.6944","-88.0431"
"Ebert Courtney","27.75842268","M","2.839214072","0",5,"New Orleans LA","29.95","-90.0667"
"Wright Mildred","48.41267346","F","7.99697751","140.580585",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Amburgey Concetta","41.05509362","F","2.108899931","9.522589888",8,"Mobile AL","30.6944","-88.0431"
"Knox Marie","53.90816036","F","5.671169549","105.8103977",1,"Memphis TN","35.1174","-89.9711"
"Ayres Petra","39.63690886","F","5.281885202","77.10120423",3,"Houston TX","29.7604","-95.3698"
"Naughton Robert","47.00986753","M","5.743271144","97.75560597",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Underwood Michael","39.18208147","M","1.832521319","34.94107321",8,"Mobile AL","30.6944","-88.0431"
"Tijerina William","35.52103875","M","4.719891046","51.22859675",8,"Mobile AL","30.6944","-88.0431"
"James Bernadine","32.6077403","F","6.002924349","0",5,"New Orleans LA","29.95","-90.0667"
"Joseph Perry","43.47856994","M","3.797111619","35.05255792",1,"Memphis TN","35.1174","-89.9711"
"Lopez Ken","36.25568406","M","4.236527252","45.58862517",2,"Chicago IL","41.8369","-87.6847"
"Meade Kizzy","43.8823818","F","0.385159255","93.69859587",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Beets Edith","47.73468133","F","4.262178684","63.41792483",9,"Charleston SC","32.7833","-79.9333"
"Jones Sanda","28.16812201","F","6.167808963","0",9,"Charleston SC","32.7833","-79.9333"
"Roberts Clinton","40.12657974","M","2.11744073","71.40551105",9,"Charleston SC","32.7833","-79.9333"
"Marquez John","32.37254157","M","5.684026823","12.96858134",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Janes Rey","35.2627618","M","3.833014357","40.59837909",3,"Houston TX","29.7604","-95.3698"
"Belli Barbara","40.09501487","F","5.585515695","46.81479325",4,"Los Angeles CA","34.05","-118.25"
"Ryan Alfonso","27.57255734","M","4.827752673","0",8,"Mobile AL","30.6944","-88.0431"
"Rocha Mirna","24.70919622","F","6.222662649","11.92476154",9,"Charleston SC","32.7833","-79.9333"
"Hartsell Fannie","22.35284508","F","2.942751224","0",5,"New Orleans LA","29.95","-90.0667"
"Hamilton Matthew","38.31568865","M","4.759159634","32.62649675",3,"Houston TX","29.7604","-95.3698"
"Jordan Richard","40.76656923","M","5.417934903","55.59436354",7,"Philadelphia PA","39.95","-75.1667"
"Wright James","43.29629478","M","6.571624118","68.31655316",1,"Memphis TN","35.1174","-89.9711"
"Danielson Jacqueline","35.57587306","F","2.111679892","46.35098016",10,"Savannah GA","32.0167","-81.1167"
"Schulte Donna","46.37050306","F","6.970703055","76.77890529",7,"Philadelphia PA","39.95","-75.1667"
"Helzer Armando","49.72680958","M","4.193628469","135.3253291",2,"Chicago IL","41.8369","-87.6847"
"Arteaga Jonathan","38.52928642","M","3.748062385","23.84322421",8,"Mobile AL","30.6944","-88.0431"
"Kean Melissa","49.20994268","F","6.418563082","82.57006224",3,"Houston TX","29.7604","-95.3698"
"Pell Christopher","65.35842429","M","4.086662953","153.3835046",7,"Philadelphia PA","39.95","-75.1667"
"Fletcher Lorraine","54.14122066","F","7.296821581","158.544344",1,"Memphis TN","35.1174","-89.9711"
"Davis Cory","46.58701189","M","4.534314466","16.63790468",5,"New Orleans LA","29.95","-90.0667"
"Sawyer Kevin","46.58615791","M","3.938608911","52.40353987",5,"New Orleans LA","29.95","-90.0667"
"Mann Anthony","38.5168661","M","6.933317089","64.0998069",9,"Charleston SC","32.7833","-79.9333"
"Pease Theresa","30.77124264","F","2.129099944","0",2,"Chicago IL","41.8369","-87.6847"
"Soto Kala","40.32493857","F","3.254249568","77.19206722",4,"Los Angeles CA","34.05","-118.25"
"Jones Brandon","56.19872041","M","1.233182086","126.6982594",1,"Memphis TN","35.1174","-89.9711"
"Motyka Francisco","25.67407409","M","4.110893763","0",5,"New Orleans LA","29.95","-90.0667"
"Boyd Loretta","28.74875175","F","7.490918092","8.994938033",5,"New Orleans LA","29.95","-90.0667"
"Werner Deborah","49.41648339","F","6.947158943","104.9656267",7,"Philadelphia PA","39.95","-75.1667"
"Small Katherine","34.66054429","F","3.066642791","2.432862137",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"McGee Wendy","32.38275134","F","4.784232117","2.251844656",4,"Los Angeles CA","34.05","-118.25"
"Leroy Tina","40.9050098","F","6.442072268","75.26943529",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Vining Judy","32.1515925","F","4.904394428","0",4,"Los Angeles CA","34.05","-118.25"
"Posner Sara","38.16776115","F","5.432186904","51.81185063",3,"Houston TX","29.7604","-95.3698"
"Keith Harold","31.99788146","M","4.24055215","0",10,"Savannah GA","32.0167","-81.1167"
"Thompson Floyd","37.05141304","M","5.358216539","19.2542825",10,"Savannah GA","32.0167","-81.1167"
"Bland Nannie","37.55245147","F","6.269356771","34.0210565",4,"Los Angeles CA","34.05","-118.25"
"Borne Walter","42.0143661","M","5.377867265","73.09156673",4,"Los Angeles CA","34.05","-118.25"
"Johnson Scott","53.33244397","M","5.217961967","112.843489",8,"Mobile AL","30.6944","-88.0431"
"Richardson Patricia","39.53029962","F","7.039764632","64.49127004",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Gillen Janice","48.176734","F","6.266545109","94.08474827",3,"Houston TX","29.7604","-95.3698"
"Roach Carolyn","42.56150863","F","5.223591309","32.64663306",8,"Mobile AL","30.6944","-88.0431"
"Hermann Enid","36.03997999","F","4.597650931","33.6572521",5,"New Orleans LA","29.95","-90.0667"
"Simpson Elizabeth","34.07060743","F","3.197920537","36.86577841",3,"Houston TX","29.7604","-95.3698"
"Zeigler Jesus","51.23480581","M","4.503569461","89.86588806",10,"Savannah GA","32.0167","-81.1167"
"Croy Saul","44.76427617","M","1.692927724","71.08254205",9,"Charleston SC","32.7833","-79.9333"
"Sweeney Ali","27.36838088","F","2.215509874","0",7,"Philadelphia PA","39.95","-75.1667"
"Colon James","42.79321962","M","2.287545248","42.27846893",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Simmons Clarence","28.71326084","M","6.315636779","0",5,"New Orleans LA","29.95","-90.0667"
"Chandler Larry","40.04158102","M","3.383715958","11.77072494",3,"Houston TX","29.7604","-95.3698"
"Johnson Marion","41.4178479","F","5.304362088","74.26878472",2,"Chicago IL","41.8369","-87.6847"
"Gutierrez Young","47.66136167","F","6.634793401","93.95893206",3,"Houston TX","29.7604","-95.3698"
"Anthony Rebecca","40.91758766","F","5.014106871","101.8939249",5,"New Orleans LA","29.95","-90.0667"
"Hayes Kevin","44.45906033","M","4.322903303","43.53832241",7,"Philadelphia PA","39.95","-75.1667"
"Abreu Erik","50.82390587","M","4.739293964","120.8548268",8,"Mobile AL","30.6944","-88.0431"
"Rasnick Lynn","54.91441549","F","4.201528607","130.4965754",7,"Philadelphia PA","39.95","-75.1667"
"Mohr Lorraine","51.91512356","F","4.529362876","125.2113599",3,"Houston TX","29.7604","-95.3698"
"Schaller Henry","55.45808808","M","5.23311034","121.9053712",8,"Mobile AL","30.6944","-88.0431"
"Moore Helen","44.08330597","F","1.651845948","70.96650602",3,"Houston TX","29.7604","-95.3698"
"Clegg Billy","43.92949428","M","5.005220139","39.39299129",10,"Savannah GA","32.0167","-81.1167"
"Stone Lourdes","40.15183758","F","4.043279391","82.77272251",3,"Houston TX","29.7604","-95.3698"
"Roark David","50.9748294","M","4.180405149","90.93506493",9,"Charleston SC","32.7833","-79.9333"
"Chen Helen","48.47293839","F","6.410837382","73.10820533",3,"Houston TX","29.7604","-95.3698"
"Encinas Thomas","46.75977437","M","4.990548762","71.16777283",5,"New Orleans LA","29.95","-90.0667"
"Romeo Fabiola","57.70947005","F","4.200816442","110.1475035",8,"Mobile AL","30.6944","-88.0431"
"Jensen Laura","32.87352918","F","1.75692978","7.985074238",5,"New Orleans LA","29.95","-90.0667"
"Jackson Gregory","41.99352002","M","4.063625169","26.32326415",4,"Los Angeles CA","34.05","-118.25"
"Carter Tiffany","36.40339787","F","3.359612019","39.59137596",5,"New Orleans LA","29.95","-90.0667"
"Kulp Alfredo","33.82733892","M","5.739849938","6.801799589",3,"Houston TX","29.7604","-95.3698"
"Brown Kimberly","27.97193277","F","6.42903179","0",4,"Los Angeles CA","34.05","-118.25"
"Flores Jennifer","49.14908716","F","6.962862876","112.8661601",10,"Savannah GA","32.0167","-81.1167"
"Zepeda Danny","41.73098312","M","6.477070995","45.65812065",3,"Houston TX","29.7604","-95.3698"
"Shepard Lucy","43.68376863","F","3.352657458","119.1238174",1,"Memphis TN","35.1174","-89.9711"
"Penn Ida","45.71715102","F","2.535157154","84.0147871",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Peterson John","53.2906128","M","2.40323622","98.95970914",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Rivera Lori","36.80508076","F","6.688117758","43.02070984",7,"Philadelphia PA","39.95","-75.1667"
"Perez Elizabeth","48.71167098","F","8.013778255","112.5775225",10,"Savannah GA","32.0167","-81.1167"
"Venable Audrey","30.65743854","F","5.855635689","8.363702818",9,"Charleston SC","32.7833","-79.9333"
"Hopkins Jason","40.48487741","M","4.9848393","51.71032765",8,"Mobile AL","30.6944","-88.0431"
"Breeden Otto","51.05567773","M","4.745628527","96.30682995",9,"Charleston SC","32.7833","-79.9333"
"Nelson Larry","34.08857343","M","2.06062254","17.28360009",9,"Charleston SC","32.7833","-79.9333"
"Miller Shannon","55.41382595","F","3.174600739","153.0565179",1,"Memphis TN","35.1174","-89.9711"
"Tilton Tamara","36.55106008","F","3.901263758","0",8,"Mobile AL","30.6944","-88.0431"
"Thresher Rosario","32.24118748","F","4.224053459","10.86170677",10,"Savannah GA","32.0167","-81.1167"
"Washburn Michelle","29.2724976","F","6.595582379","0",8,"Mobile AL","30.6944","-88.0431"
"Ashford Valeri","41.11953187","F","3.42151166","79.79083972",8,"Mobile AL","30.6944","-88.0431"
"Schmitz Alexis","47.77155374","M","4.759422632","70.36901855",3,"Houston TX","29.7604","-95.3698"
"Major Christine","31.05103424","F","3.950946477","0",3,"Houston TX","29.7604","-95.3698"
"Jones Perry","33.4775395","M","4.947486159","0",2,"Chicago IL","41.8369","-87.6847"
"Chastain Dorothy","34.52884536","F","6.182906488","14.32005316",4,"Los Angeles CA","34.05","-118.25"
"Horton Kirk","49.7747867","M","1.724387155","92.99231982",3,"Houston TX","29.7604","-95.3698"
"Tyler Lorena","29.54853837","F","4.74708133","8.467754152",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Villarreal Luis","27.07835596","M","3.96370317","0",1,"Memphis TN","35.1174","-89.9711"
"Woods Clayton","47.24852079","M","5.169710219","81.9409243",1,"Memphis TN","35.1174","-89.9711"
"Campbell Glenn","45.02540049","M","2.672853913","53.78651459",10,"Savannah GA","32.0167","-81.1167"
"Woods Donald","46.80086681","M","2.149421192","108.2844824",1,"Memphis TN","35.1174","-89.9711"
"Gault Kathy","45.10537546","F","4.187432561","87.85390542",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Holifield Tanya","45.74614965","F","3.147600586","121.2147708",2,"Chicago IL","41.8369","-87.6847"
"Dewitt Billie","37.94536444","F","4.991176697","19.51315204",8,"Mobile AL","30.6944","-88.0431"
"Miller Brandon","34.6867358","M","4.84630332","37.34046735",8,"Mobile AL","30.6944","-88.0431"
"Morrison Sarah","43.90972632","F","5.537378678","76.27642869",1,"Memphis TN","35.1174","-89.9711"
"Vigil Virgil","25.6620763","M","4.264272084","0",5,"New Orleans LA","29.95","-90.0667"
"Martin Allen","45.36263492","M","5.286967488","33.29126586",1,"Memphis TN","35.1174","-89.9711"
"Jackson Eugene","38.86553875","M","4.991028249","47.54126692",8,"Mobile AL","30.6944","-88.0431"
"Wells Mike","53.77543813","M","4.500419441","106.3851536",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Anderson Alvin","45.48016364","M","2.918876615","59.50710535",7,"Philadelphia PA","39.95","-75.1667"
"Britt Asia","45.79571212","F","5.309985329","84.65915846",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Noblitt Melinda","46.43268704","F","5.378358961","115.6703522",7,"Philadelphia PA","39.95","-75.1667"
"Bellamy James","64.2410777","M","4.309894532","186.9477267",7,"Philadelphia PA","39.95","-75.1667"
"Hughes Avis","33.91318984","F","4.844573562","20.68471229",7,"Philadelphia PA","39.95","-75.1667"
"Jones Jon","38.09933787","M","7.918180181","61.36305503",4,"Los Angeles CA","34.05","-118.25"
"Johnson Jocelyn","55.34810109","F","2.318576234","134.2977459",1,"Memphis TN","35.1174","-89.9711"
"Nolte Charlie","50.73565946","M","6.949156401","100.4611574",3,"Houston TX","29.7604","-95.3698"
"Jones Jason","43.53701719","M","2.520721981","32.17027675",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Novotny Dana","60.91823022","F","4.308747301","167.1187949",3,"Houston TX","29.7604","-95.3698"
"Jenson Danielle","35.28043102","F","3.439775229","1.887807249",8,"Mobile AL","30.6944","-88.0431"
"Gibson Richard","36.38036461","M","4.5744206","49.15812624",8,"Mobile AL","30.6944","-88.0431"
"Morse Stephanie","33.72190468","F","7.323526493","6.960171612",2,"Chicago IL","41.8369","-87.6847"
"Sierra Sherry","19.06000701","F","4.63224544","0",4,"Los Angeles CA","34.05","-118.25"
"Purdie Alison","23.85416959","F","4.487421201","0",5,"New Orleans LA","29.95","-90.0667"
"Laubach Robert","45.83207003","M","4.594847492","64.01795148",10,"Savannah GA","32.0167","-81.1167"
"Murry Kathy","45.47678356","F","5.083076098","86.5677054",4,"Los Angeles CA","34.05","-118.25"
"Patton James","52.17300355","M","3.771486693","81.79672803",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Meador Eddie","43.48626936","M","6.657029634","81.68285877",8,"Mobile AL","30.6944","-88.0431"
"Martino Roger","54.22946075","M","4.764375416","119.7923521",7,"Philadelphia PA","39.95","-75.1667"
"Finley Emily","38.2383832","F","3.935908279","56.94666437",3,"Houston TX","29.7604","-95.3698"
"Kitterman Claudia","40.01381277","F","4.592841372","39.7956651",1,"Memphis TN","35.1174","-89.9711"
"Westfall Malik","47.70554411","M","4.673597459","38.93732459",2,"Chicago IL","41.8369","-87.6847"
"Neely Daniel","39.27731525","M","4.66016081","13.63870287",7,"Philadelphia PA","39.95","-75.1667"
"Phillips Ira","30.71942065","M","2.534150328","0",1,"Memphis TN","35.1174","-89.9711"
"Hogan Shawn","35.63500644","M","5.117436978","55.36143909",9,"Charleston SC","32.7833","-79.9333"
"Minter James","33.81559674","M","6.157993617","26.46432441",4,"Los Angeles CA","34.05","-118.25"
"Rutherford Donald","49.43039184","M","5.471059997","117.3993107",3,"Houston TX","29.7604","-95.3698"
"Russell Sarah","37.79083154","F","2.149573459","35.41417419",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Dunn Fred","37.09967166","M","4.920414178","5.986122411",1,"Memphis TN","35.1174","-89.9711"
"Henderson Nancy","32.16351622","F","2.108463185","0",1,"Memphis TN","35.1174","-89.9711"
"Fluker Martha","47.74907824","F","3.748368912","95.55729102",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Conover John","45.98152975","M","4.224446831","35.11201939",3,"Houston TX","29.7604","-95.3698"
"Mejia Terry","50.23972267","F","2.874550602","114.4674042",1,"Memphis TN","35.1174","-89.9711"
"Salmons Joel","50.3788033","M","6.952090356","91.12687182",5,"New Orleans LA","29.95","-90.0667"
"Nunez Christopher","43.61142862","M","1.388586358","67.51850754",7,"Philadelphia PA","39.95","-75.1667"
"Bruce April","51.10028423","F","4.338429348","170.8171945",1,"Memphis TN","35.1174","-89.9711"
"Deckard Tara","31.53205268","F","2.369858084","0",9,"Charleston SC","32.7833","-79.9333"
"Hecht Brandy","44.25864881","F","2.151608563","64.11631808",7,"Philadelphia PA","39.95","-75.1667"
"Dugan William","56.75809689","M","4.672688515","142.2666924",10,"Savannah GA","32.0167","-81.1167"
"Colon Esther","52.4172937","F","4.909043845","155.7555157",4,"Los Angeles CA","34.05","-118.25"
"Dennis John","59.87254465","M","6.996951681","103.5688767",3,"Houston TX","29.7604","-95.3698"
"Benoit Bradley","42.44088327","M","5.522456624","22.55052052",1,"Memphis TN","35.1174","-89.9711"
"Redmond David","47.511882","M","5.224728522","17.48472774",1,"Memphis TN","35.1174","-89.9711"
"Payne Mark","48.28976648","M","5.18425633","89.29475766",4,"Los Angeles CA","34.05","-118.25"
"Aguiar Gene","38.85737762","M","3.090959436","54.71056121",5,"New Orleans LA","29.95","-90.0667"
"Jones Rhea","35.31291038","F","5.86663543","0",7,"Philadelphia PA","39.95","-75.1667"
"Padilla James","42.57611557","M","5.662278239","11.94414277",10,"Savannah GA","32.0167","-81.1167"
"Patricio George","32.19450101","M","4.586078369","0",5,"New Orleans LA","29.95","-90.0667"
"Pullen Anne","52.66924094","F","2.926842027","137.8986568",5,"New Orleans LA","29.95","-90.0667"
"Smith Jessica","49.60414782","F","3.100637082","201.7135361",8,"Mobile AL","30.6944","-88.0431"
"Hicks Ruth","61.00025341","F","2.973983001","177.3977246",3,"Houston TX","29.7604","-95.3698"
"Pierce Michael","39.3323163","M","4.457524393","12.96900004",2,"Chicago IL","41.8369","-87.6847"
"Brooks Helen","45.1782481","F","3.34357916","99.07939499",8,"Mobile AL","30.6944","-88.0431"
"Crafton Bryan","52.44621728","M","4.520629019","77.44844626",9,"Charleston SC","32.7833","-79.9333"
"Cook Dennis","33.23653801","M","2.785343351","11.16182538",1,"Memphis TN","35.1174","-89.9711"
"Brownell Alicia","34.49047807","F","5.729852384","0",4,"Los Angeles CA","34.05","-118.25"
"Clawson Chung","53.81579419","F","3.263948672","136.0652221",7,"Philadelphia PA","39.95","-75.1667"
"Mayes Erik","47.76329094","M","2.278595217","79.34755602",9,"Charleston SC","32.7833","-79.9333"
"Park Darryl","35.62908866","M","1","23.18542754",3,"Houston TX","29.7604","-95.3698"
"Moreno April","33.72282705","F","5.463561855","15.59388426",2,"Chicago IL","41.8369","-87.6847"
"Jenkins Athena","34.44201335","F","4.264952282","47.02585768",3,"Houston TX","29.7604","-95.3698"
"Finch Elizabeth","37.10508898","F","5.885839027","0",2,"Chicago IL","41.8369","-87.6847"
"Gribble Michael","47.70047377","M","4.772334462","46.21594308",3,"Houston TX","29.7604","-95.3698"
"Taylor Charlotte","36.71107596","F","6.878650936","16.9893815",2,"Chicago IL","41.8369","-87.6847"
"Rose Raven","39.32225385","F","5.327948283","46.37498868",9,"Charleston SC","32.7833","-79.9333"
"Harris Anna","40.26522423","F","4.787626376","85.60466195",5,"New Orleans LA","29.95","-90.0667"
"Shead Chris","58.14567276","M","5.495111817","123.947056",9,"Charleston SC","32.7833","-79.9333"
"Arciniega Hector","37.66984668","M","3.294231187","27.38390486",8,"Mobile AL","30.6944","-88.0431"
"Anthony Cornelia","40.93749901","F","6.018388861","88.09486087",8,"Mobile AL","30.6944","-88.0431"
"Campbell Arthur","39.12620461","M","4.964188226","18.27959834",7,"Philadelphia PA","39.95","-75.1667"
"McCarty Michael","21.73007012","M","4.451402525","0",10,"Savannah GA","32.0167","-81.1167"
"Harris Mary","44.23133285","F","3.55139068","80.67292518",9,"Charleston SC","32.7833","-79.9333"
"Yates Laura","34.57824351","F","6.404000923","32.67473153",8,"Mobile AL","30.6944","-88.0431"
"Maldonado Donald","41.51910799","M","4.566755838","79.88615905",3,"Houston TX","29.7604","-95.3698"
"Jackson Frank","47.5553217","M","7.707211215","113.9958857",1,"Memphis TN","35.1174","-89.9711"
"Melendez Sheila","37.91093274","F","4.579164912","80.45670698",9,"Charleston SC","32.7833","-79.9333"
"Singleton Bernice","48.06792298","F","6.015588325","131.0078639",1,"Memphis TN","35.1174","-89.9711"
"Blair Anne","33.72804577","F","1.521590292","36.2993466",7,"Philadelphia PA","39.95","-75.1667"
"Young Linda","39.30209496","F","4.624751975","45.16034044",8,"Mobile AL","30.6944","-88.0431"
"Dejesus Arthur","45.19569337","M","4.124995727","72.58253528",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Green Virginia","43.26133725","F","6.709787625","98.80923071",8,"Mobile AL","30.6944","-88.0431"
"Hollen Joyce","52.59509913","F","6.348985478","123.1539235",7,"Philadelphia PA","39.95","-75.1667"
"Hill Philip","39.28342718","M","4.500003943","27.19676848",2,"Chicago IL","41.8369","-87.6847"
"Regner Raquel","29.15777681","F","5.467871859","6.641124796",10,"Savannah GA","32.0167","-81.1167"
"Clune Dan","38.24961319","M","4.333652004","23.02583593",9,"Charleston SC","32.7833","-79.9333"
"Ferris Cedric","50.68835594","M","5.952178161","104.7393758",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Sanchez Kathleen","40.34692213","F","6.009686479","16.7432201",3,"Houston TX","29.7604","-95.3698"
"Peterson Theodore","32.90466295","M","3.703436765","0",9,"Charleston SC","32.7833","-79.9333"
"Gregory Harold","46.67478825","M","3.709930186","90.76813048",8,"Mobile AL","30.6944","-88.0431"
"Gerner Rita","37.97876501","F","3.510040923","39.2040238",5,"New Orleans LA","29.95","-90.0667"
"Grenier Tamara","42.86355319","F","5.351749351","40.9784859",8,"Mobile AL","30.6944","-88.0431"
"Smith Jessica","32.89955862","F","6.024881912","85.33004946",2,"Chicago IL","41.8369","-87.6847"
"Le Ray","43.7032021","M","3.828957607","44.47930893",10,"Savannah GA","32.0167","-81.1167"
"Evans Shannon","32.09757637","F","5.57305231","4.09517315",4,"Los Angeles CA","34.05","-118.25"
"Diaz Karen","54.50819612","F","5.954240314","166.580891",2,"Chicago IL","41.8369","-87.6847"
"Williams Mark","37.2783644","M","5.153687718","29.36997848",5,"New Orleans LA","29.95","-90.0667"
"Moore William","53.26969031","M","7.485174986","104.0289712",9,"Charleston SC","32.7833","-79.9333"
"Tarver Joseph","49.66669673","M","5.07451515","99.37029689",5,"New Orleans LA","29.95","-90.0667"
"Ricker Ronald","25.95063001","M","4.678692351","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Garcia Judy","29.8298161","F","5.306996307","7.891257278",5,"New Orleans LA","29.95","-90.0667"
"Harrington Orville","54.22235354","M","6.567844386","73.30720593",10,"Savannah GA","32.0167","-81.1167"
"Wilson Lana","44.04393803","F","5.010775733","45.30878618",3,"Houston TX","29.7604","-95.3698"
"Franklin Dennis","51.23534465","M","7.620597092","89.19139158",4,"Los Angeles CA","34.05","-118.25"
"Martinez Lucille","45.6761979","F","3.941468534","60.20670545",9,"Charleston SC","32.7833","-79.9333"
"Park Jose","45.23728394","M","4.859512983","65.14135372",1,"Memphis TN","35.1174","-89.9711"
"White Andrea","46.69173553","F","5.113150982","99.28192297",7,"Philadelphia PA","39.95","-75.1667"
"Fry Paula","45.46033218","F","4.233184358","41.95666513",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Ellzey Jonathan","19.65227307","M","4.759660086","0",7,"Philadelphia PA","39.95","-75.1667"
"Gutierrez Barbara","42.97500228","F","3.487006987","119.529161",1,"Memphis TN","35.1174","-89.9711"
"Grove Cleo","48.21286635","M","5.339118016","78.91346309",10,"Savannah GA","32.0167","-81.1167"
"Pietsch Linda","45.55730166","F","4.404999882","76.23533377",10,"Savannah GA","32.0167","-81.1167"
"Chunn Claude","56.99434189","M","5.168910503","102.2038772",8,"Mobile AL","30.6944","-88.0431"
"Holmes Jack","44.51763267","M","3.069993105","54.02557348",10,"Savannah GA","32.0167","-81.1167"
"Fleming James","54.28384783","M","3.657206195","94.11800801",8,"Mobile AL","30.6944","-88.0431"
"Laguna Vicki","50.12475615","F","2.598905631","102.6802445",4,"Los Angeles CA","34.05","-118.25"
"Buckley Ernest","43.13799484","M","5.91890648","29.27849542",2,"Chicago IL","41.8369","-87.6847"
"Johnson Lucia","29.62207249","F","5.192980058","38.95771763",10,"Savannah GA","32.0167","-81.1167"
"Mendez Louise","47.35401282","F","1.879794394","87.56045084",3,"Houston TX","29.7604","-95.3698"
"Grammer Marcus","51.87640274","M","5.112051684","96.6434365",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Kane Ahmad","39.39990978","M","4.505095988","73.05384114",2,"Chicago IL","41.8369","-87.6847"
"Smalls Lauri","44.82456053","F","7.346249232","48.23384646",3,"Houston TX","29.7604","-95.3698"
"Ward George","39.91380996","M","5.408143736","87.16206343",10,"Savannah GA","32.0167","-81.1167"
"Ballard Vera","38.79669522","F","5.259922744","53.00364819",8,"Mobile AL","30.6944","-88.0431"
"Stone Kevin","55.07675756","M","4.078407135","80.83235567",3,"Houston TX","29.7604","-95.3698"
"Fields Robert","25.12719487","M","6.954294457","8.19503721",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834"
"Driscoll Melissa","45.29814096","F","4.45504485","120.5576967",1,"Memphis TN","35.1174","-89.9711"
"Mathis Tricia","40.34857187","F","4.051378258","47.22713857",3,"Houston TX","29.7604","-95.3698"
"Gonzales Virginia","52.79048728","F","4.994065764","91.33675362",3,"Houston TX","29.7604","-95.3698"
"Taylor Mark","51.47106709","M","4.361834054","104.268275",5,"New Orleans LA","29.95","-90.0667"
"Taylor Patricia","47.13878893","F","3.504164252","85.36656896",9,"Charleston SC","32.7833","-79.9333"
"McDonald Keith","62.21693642","M","4.728953022","165.8575695",3,"Houston TX","29.7604","-95.3698"
"Bryant Dessie","31.18380985","F","4.800710753","0",4,"Los Angeles CA","34.05","-118.25"
"Campbell Stanley","46.86151904","M","8.924816928","49.57255935",9,"Charleston SC","32.7833","-79.9333"
"Ferguson Martha","70.08239956","F","4.020765325","239.2798246",7,"Philadelphia PA","39.95","-75.1667"
"Boyle Gregory","51.7704663","M","3.536024326","108.6320078",10,"Savannah GA","32.0167","-81.1167"
"Johnson Joyce","53.53316686","F","2.384376929","110.0078558",4,"Los Angeles CA","34.05","-118.25"
